,Customer_id,pl_score,hl_score,cl_score,twl_score,cc_score
3349,1302481,1,5,5,10,2
3350,1302526,3,8,1,10,7
3351,1302769,3,7,0,5,3
3352,1302830,3,5,0,7,5
3353,1302962,1,4,7,8,4
3354,1303072,6,4,4,9,10
3355,1303104,5,3,0,9,8
3356,1303137,4,7,0,7,6
3357,1303187,10,8,5,4,8
3358,1303235,5,7,10,2,7
3359,1303295,5,2,4,7,3
3360,1303400,4,4,10,4,3
3361,1303447,4,3,9,9,8
3362,1303760,5,6,0,2,6
3363,1303792,5,3,0,2,10
3364,1303845,7,5,10,1,6
3365,1303869,7,9,9,3,2
3366,1303951,4,3,10,2,4
3367,1303998,5,4,4,7,4
3368,1304259,5,8,3,4,2
3369,1304292,5,5,2,10,2
3370,1304352,6,4,10,10,0
3371,1304403,3,4,1,6,6
3372,1304414,5,1,8,3,5
3373,1304590,8,7,5,8,6
3374,1304594,1,8,8,8,0
3375,1304660,1,4,1,9,10
3376,1304709,3,2,7,1,2
3377,1304889,1,5,5,6,6
3378,1304999,5,9,9,1,8
3379,1305222,5,1,7,5,9
3380,1305408,10,2,1,8,3
3381,1305534,1,2,3,9,2
3382,1305563,5,5,8,8,5
3383,1305808,3,4,2,10,2
3384,1306165,3,3,7,10,8
3385,1306168,1,3,5,7,3
3386,1306194,1,7,5,6,8
3387,1306294,6,5,1,8,1
3388,1306346,1,8,4,3,7
3389,1306505,5,10,6,9,4
3390,1306862,1,8,7,1,1
3391,1307153,3,3,1,9,10
3392,1307320,8,9,10,4,0
3393,1307575,4,6,10,2,1
3394,1307666,5,1,8,8,1
3395,1307755,5,8,7,8,6
3396,1307763,5,8,1,10,1
3397,1307853,1,0,6,4,0
3398,1307993,4,10,4,4,3
3399,1308053,6,3,6,0,0
3400,1308235,4,0,0,9,3
3401,1308425,7,5,8,5,0
3402,1308515,3,6,4,1,10
3403,1308520,4,1,6,7,5
3404,1308581,5,3,7,7,4
3405,1308621,9,6,4,1,3
3406,1308707,6,4,1,3,6
3407,1308722,4,5,9,2,3
3408,1308974,4,4,0,5,6
3409,1309001,1,7,0,2,5
3410,1309015,4,8,5,3,6
3411,1309184,1,9,2,4,3
3412,1309231,4,8,2,10,0
3413,1309282,4,9,3,5,3
3414,1309320,7,8,7,5,3
3415,1309411,5,6,3,4,0
3416,1309571,5,3,0,7,10
3417,1309767,5,7,8,4,9
3418,1309835,6,5,10,9,3
3419,1309900,5,5,5,0,9
3420,1309906,9,1,0,8,8
3421,1309961,3,10,0,1,4
3422,1309974,5,3,6,0,6
3423,1310014,7,5,0,5,7
3424,1310064,1,8,9,7,9
3425,1310516,8,8,9,8,6
3426,1310571,5,1,8,5,8
3427,1310581,1,0,1,5,1
3428,1310586,5,5,2,5,6
3429,1310692,1,5,7,8,3
3430,1310723,6,10,7,1,0
3431,1310855,1,1,7,1,8
3432,1310862,7,0,9,2,6
3433,1310959,3,1,8,3,0
3434,1311019,6,3,10,3,0
3435,1311062,3,2,7,2,8
3436,1311103,1,2,10,8,4
3437,1311118,1,6,8,5,7
3438,1311331,4,8,4,0,0
3439,1311618,5,9,6,9,0
3440,1311703,5,6,1,7,10
3441,1311759,5,8,4,7,8
3442,1311894,4,9,8,3,2
3443,1312086,1,3,4,10,6
3444,1312185,8,1,8,10,7
3445,1312301,5,7,8,4,1
3446,1312349,6,4,3,6,7
3447,1312360,5,10,1,9,3
3448,1312471,10,0,7,4,0
3449,1312501,5,6,8,10,1
3450,1312536,5,4,9,0,6
3451,1312965,1,3,4,0,10
3452,1312967,1,0,4,0,10
3453,1313177,8,5,2,9,9
3454,1313288,4,6,1,2,0
3455,1313290,1,6,4,4,1
3456,1313704,5,7,0,1,4
3457,1313769,1,6,9,8,6
3458,1313770,5,5,1,10,5
3459,1313843,5,1,9,4,2
3460,1313896,1,9,3,4,9
3461,1313964,5,4,9,1,8
3462,1313965,4,5,0,8,2
3463,1314107,1,0,5,4,8
3464,1314197,1,6,5,5,6
3465,1314453,1,6,10,2,0
3466,1314530,4,3,4,6,6
3467,1314812,1,10,8,9,8
3468,1314885,10,0,0,5,1
3469,1314891,9,7,2,10,2
3470,1314912,5,0,7,10,6
3471,1314915,5,6,6,8,5
3472,1314917,6,7,1,8,8
3473,1315055,3,7,5,2,0
3474,1315093,3,9,3,3,3
3475,1315219,7,10,7,8,2
3476,1315334,10,4,0,7,10
3477,1315383,9,10,2,6,10
3478,1315573,1,0,10,9,9
3479,1315605,3,4,4,2,10
3480,1315737,1,7,2,7,1
3481,1316063,9,6,10,0,4
3482,1316166,5,2,0,1,5
3483,1316187,1,10,5,9,0
3484,1316497,7,1,1,4,1
3485,1316507,5,6,4,0,4
3486,1316509,1,10,9,1,4
3487,1316619,5,7,1,5,6
3488,1316629,5,5,6,3,2
3489,1316964,5,4,2,0,7
3490,1317005,5,1,0,9,1
3491,1317035,6,7,3,5,8
3492,1317215,3,0,7,3,4
3493,1317305,3,4,2,5,3
3494,1317325,5,3,10,8,3
3495,1317425,1,7,5,5,6
3496,1317483,5,8,0,2,2
3497,1317501,5,2,10,8,1
3498,1317505,7,8,10,7,9
3499,1317572,5,3,8,2,2
3500,1317580,5,3,4,10,4
3501,1317615,5,2,5,10,7
3502,1317879,5,3,3,9,10
3503,1318414,3,3,3,8,5
3504,1318418,1,7,4,5,8
3505,1318487,5,1,7,6,1
3506,1318785,3,1,1,3,6
3507,1318863,8,7,10,8,9
3508,1318871,7,2,9,1,9
3509,1318879,10,10,6,6,8
3510,1318898,1,6,8,0,1
3511,1318938,5,10,5,2,9
3512,1318957,5,4,4,9,5
3513,1319144,7,8,10,5,2
3514,1319256,5,1,4,3,0
3515,1319331,1,3,0,8,2
3516,1319337,6,1,5,4,6
3517,1319348,5,7,6,4,0
3518,1319534,3,1,0,6,1
3519,1319629,4,10,5,9,0
3520,1319639,5,10,2,7,3
3521,1319668,4,4,8,1,2
3522,1319731,9,7,5,3,2
3523,1320047,6,7,5,5,4
3524,1320254,5,0,2,1,8
3525,1320304,5,8,5,5,0
3526,1320353,4,3,4,4,7
3527,1320477,9,0,10,1,2
3528,1320544,5,1,10,4,4
3529,1320577,4,1,5,4,9
3530,1320593,5,0,5,6,3
3531,1320600,4,3,8,2,7
3532,1320684,8,9,10,6,7
3533,1320717,1,7,2,6,5
3534,1320744,3,2,5,5,1
3535,1320808,9,0,10,9,6
3536,1320936,5,10,6,7,2
3537,1320992,4,6,10,7,2
3538,1321111,4,0,10,0,3
3539,1321201,1,2,7,1,4
3540,1321300,8,7,8,1,3
3541,1321358,5,2,7,5,0
3542,1321420,9,10,6,1,4
3543,1321434,3,9,7,2,7
3544,1321439,7,1,4,6,10
3545,1321472,6,2,9,1,8
3546,1321508,8,7,1,0,2
3547,1321607,3,3,1,0,1
3548,1321694,5,6,4,4,7
3549,1321729,4,6,4,6,3
3550,1321843,5,9,2,6,6
3551,1321905,6,9,0,1,7
3552,1321950,3,9,6,1,4
3553,1321982,1,2,1,7,0
3554,1321983,5,6,1,9,1
3555,1322165,4,2,3,0,3
3556,1322317,1,2,5,5,4
3557,1322432,1,1,4,0,2
3558,1322451,1,0,4,7,0
3559,1322455,1,10,10,10,0
3560,1322477,5,7,7,1,10
3561,1322612,3,0,6,1,2
3562,1322911,5,7,9,1,9
3563,1322913,6,10,9,8,0
3564,1322929,1,7,1,9,3
3565,1322963,5,1,9,3,2
3566,1322977,9,10,5,2,7
3567,1322998,9,2,9,7,0
3568,1323177,1,6,6,0,4
3569,1323202,1,3,1,2,3
3570,1323210,5,9,3,7,5
3571,1323255,1,0,9,6,5
3572,1323342,4,3,10,2,8
3573,1323750,1,0,3,3,8
3574,1323915,10,4,8,6,6
3575,1323953,1,10,6,6,9
3576,1323958,8,0,6,10,1
3577,1324084,6,6,5,2,3
3578,1324193,5,2,7,4,5
3579,1324446,1,10,9,0,9
3580,1324493,5,7,8,8,10
3581,1324494,6,4,5,6,8
3582,1324626,6,10,9,5,6
3583,1324700,4,2,5,6,6
3584,1324767,1,0,10,3,2
3585,1324809,5,9,8,7,8
3586,1324879,1,4,1,3,9
3587,1324883,5,6,10,1,10
3588,1325016,1,1,7,2,8
3589,1325062,9,9,9,4,7
3590,1325117,6,10,8,3,6
3591,1325120,8,7,2,6,9
3592,1325121,1,3,5,5,7
3593,1325142,4,3,3,1,2
3594,1325274,1,5,9,8,3
3595,1325294,5,2,2,6,1
3596,1325605,5,9,1,0,4
3597,1325619,5,8,5,7,0
3598,1325629,5,8,7,6,7
3599,1325649,8,7,0,2,0
3600,1325681,10,8,0,3,8
3601,1325871,6,9,4,6,10
3602,1325899,5,6,1,5,5
3603,1325952,8,4,2,5,10
3604,1325979,6,1,8,0,4
3605,1326320,3,7,1,3,9
3606,1326339,1,1,1,10,10
3607,1326403,7,2,6,10,9
3608,1326506,1,8,5,8,1
3609,1326525,1,7,1,8,10
3610,1326578,3,9,10,8,2
3611,1326840,1,3,3,5,1
3612,1326978,6,10,6,10,3
3613,1326998,1,3,8,6,3
3614,1327017,1,8,0,6,1
3615,1327041,5,8,10,9,6
3616,1327064,1,4,7,8,9
3617,1327111,6,10,1,1,5
3618,1327135,9,4,7,2,7
3619,1327254,6,0,4,6,0
3620,1327279,10,2,3,10,6
3621,1327291,1,9,0,9,1
3622,1327341,1,8,3,9,3
3623,1327392,6,1,4,3,9
3624,1327466,5,9,9,2,8
3625,1327519,1,7,4,9,7
3626,1327556,6,1,1,4,7
3627,1327621,5,7,3,8,6
3628,1327629,4,5,4,10,10
3629,1327799,1,8,8,5,2
3630,1327804,6,9,5,0,6
3631,1327933,1,10,6,2,3
3632,1327954,5,8,5,9,8
3633,1328012,1,4,7,8,2
3634,1328085,1,2,4,8,10
3635,1328309,1,0,4,8,1
3636,1328449,9,3,5,3,7
3637,1328496,8,2,2,1,0
3638,1328668,3,10,5,4,10
3639,1328782,4,10,10,2,3
3640,1328938,8,8,5,1,2
3641,1328973,5,0,1,0,6
3642,1329085,6,10,5,4,8
3643,1329283,7,4,0,6,1
3644,1329304,4,0,4,10,7
3645,1329367,1,2,0,8,9
3646,1329671,3,8,3,10,3
3647,1329870,4,3,3,0,9
3648,1330046,4,0,3,4,6
3649,1330067,10,6,9,6,8
3650,1330114,4,10,2,0,3
3651,1330157,5,5,2,7,3
3652,1330159,1,8,9,0,9
3653,1330232,9,9,10,6,1
3654,1330291,4,4,4,5,10
3655,1330470,4,6,0,4,6
3656,1330485,4,8,0,9,3
3657,1330574,9,5,0,8,8
3658,1330589,10,0,7,4,10
3659,1330910,3,1,4,6,0
3660,1330951,4,1,9,0,3
3661,1330981,8,5,9,2,2
3662,1331124,8,0,10,3,4
3663,1331285,6,9,1,10,10
3664,1331386,4,3,2,5,5
3665,1331419,6,9,9,0,10
3666,1331530,4,3,10,4,1
3667,1331952,8,9,7,7,8
3668,1331991,5,6,4,1,4
3669,1332011,4,8,8,2,1
3670,1332099,6,2,0,2,10
3671,1332116,3,8,6,10,1
3672,1332238,5,5,9,10,6
3673,1332300,5,10,5,6,8
3674,1332328,5,6,9,4,9
3675,1332330,5,7,2,9,10
3676,1332365,8,9,4,4,6
3677,1332659,5,0,10,7,1
3678,1332768,5,4,6,5,7
3679,1332929,3,10,2,4,10
3680,1333001,3,8,2,9,9
3681,1333052,5,2,0,3,4
3682,1333216,9,8,9,9,1
3683,1333285,6,7,2,4,1
3684,1333296,3,10,1,3,7
3685,1333379,5,3,4,1,6
3686,1333439,6,8,7,1,0
3687,1333545,5,1,9,9,4
3688,1333777,3,9,7,6,7
3689,1333806,8,1,1,0,10
3690,1333935,5,8,0,1,5
3691,1333989,6,1,4,8,9
3692,1333991,1,1,3,9,0
3693,1334092,5,3,3,0,1
3694,1334171,6,0,4,8,9
3695,1334356,5,2,6,0,2
3696,1334404,8,9,0,9,3
3697,1334505,8,2,8,10,6
3698,1334544,4,4,3,8,1
3699,1334826,1,6,5,5,0
3700,1334910,1,9,2,10,6
3701,1334916,1,4,0,5,2
3702,1334945,10,2,5,4,1
3703,1334954,1,5,4,10,10
3704,1334989,10,0,7,8,3
3705,1335313,1,8,4,0,4
3706,1335377,8,10,8,2,8
3707,1335504,5,3,9,10,1
3708,1335554,1,8,3,1,10
3709,1335739,5,9,6,6,1
3710,1335906,4,6,8,9,3
3711,1335969,5,10,10,1,9
3712,1336064,1,7,7,6,1
3713,1336341,6,0,8,10,4
3714,1336696,5,7,6,8,1
3715,1336756,4,3,6,1,6
3716,1336788,7,5,10,2,5
3717,1336820,8,9,0,3,9
3718,1336900,4,7,3,1,9
3719,1337115,5,10,8,2,8
3720,1337267,1,6,10,3,4
3721,1337273,1,9,6,3,7
3722,1337338,5,3,10,1,3
3723,1337352,4,10,0,6,6
3724,1337407,5,2,10,2,1
3725,1337487,1,1,10,2,5
3726,1337489,3,9,3,9,6
3727,1337499,5,0,4,5,4
3728,1337502,6,10,8,7,3
3729,1337517,4,7,9,6,0
3730,1337641,5,3,6,10,4
3731,1337665,5,9,10,3,2
3732,1337693,1,10,10,9,8
3733,1337787,7,8,10,7,4
3734,1337844,1,10,3,9,9
3735,1337870,1,10,3,1,8
3736,1337932,5,0,9,5,2
3737,1337970,5,2,7,2,3
3738,1338068,5,9,0,3,4
3739,1338110,6,1,2,0,1
3740,1338127,5,9,0,9,7
3741,1338142,1,8,5,1,5
3742,1338453,7,9,6,10,0
3743,1338765,4,5,9,5,10
3744,1338783,8,0,4,7,4
3745,1338793,1,9,0,1,10
3746,1338798,5,3,2,2,5
3747,1338867,1,0,4,5,5
3748,1338970,5,1,3,3,7
3749,1339034,6,2,8,8,10
3750,1339147,4,3,0,1,1
3751,1339156,5,3,7,7,3
3752,1339165,6,3,1,2,2
3753,1339279,9,4,6,4,4
3754,1339296,5,10,3,0,7
3755,1339337,5,8,8,10,10
3756,1339484,5,8,8,2,5
3757,1339585,3,4,8,5,0
3758,1339677,3,4,5,10,1
3759,1339717,10,7,1,5,1
3760,1339916,1,7,0,5,3
3761,1339922,4,2,7,4,8
3762,1339977,5,2,10,5,4
3763,1340100,5,4,8,1,5
3764,1340102,6,1,8,2,5
3765,1340196,6,6,6,5,5
3766,1340227,1,10,2,10,5
3767,1340350,4,7,2,5,4
3768,1340522,6,4,8,9,10
3769,1340653,4,1,6,10,5
3770,1340728,5,8,10,2,5
3771,1340947,1,5,3,1,7
3772,1340963,3,3,2,6,4
3773,1341037,4,4,7,4,2
3774,1341055,5,3,4,6,0
3775,1341109,6,3,5,5,9
3776,1341171,6,3,3,2,6
3777,1341197,3,8,7,10,10
3778,1341340,6,2,8,8,7
3779,1341455,5,0,8,10,2
3780,1341458,10,0,4,4,2
3781,1341532,4,9,8,0,4
3782,1341542,3,3,5,5,9
3783,1341591,5,5,5,8,5
3784,1341609,6,8,10,9,9
3785,1341672,10,10,9,9,10
3786,1341682,5,6,6,4,8
3787,1341762,5,0,3,1,7
3788,1341829,1,5,9,9,0
3789,1341841,5,7,0,10,3
3790,1341872,1,9,3,6,0
3791,1341969,6,7,0,1,3
3792,1342243,1,6,6,8,9
3793,1342274,5,0,10,10,7
3794,1342337,5,5,4,8,6
3795,1342341,4,7,1,0,8
3796,1342448,1,5,1,10,3
3797,1342491,3,9,3,8,3
3798,1342643,1,10,9,5,8
3799,1342709,5,4,3,3,7
3800,1342733,6,9,2,1,9
3801,1342818,7,7,6,1,2
3802,1342877,9,9,2,1,0
3803,1342895,4,4,5,6,2
3804,1342915,4,7,2,0,2
3805,1343092,9,6,10,6,0
3806,1343324,4,5,6,5,2
3807,1343402,6,4,2,6,6
3808,1343508,5,5,4,8,4
3809,1343581,3,2,9,1,0
3810,1343585,1,10,4,4,2
3811,1343593,5,2,7,1,8
3812,1343697,7,7,7,3,4
3813,1343729,10,5,3,7,7
3814,1343746,5,9,2,3,0
3815,1343789,1,4,2,5,7
3816,1343804,4,8,9,5,4
3817,1343858,1,0,1,3,10
3818,1343875,4,1,7,5,5
3819,1343878,1,9,9,1,3
3820,1344054,4,1,7,3,8
3821,1344268,4,5,3,7,8
3822,1344366,5,9,3,2,7
3823,1344461,3,0,2,2,8
3824,1344539,3,1,2,7,5
3825,1344751,5,6,10,7,10
3826,1344759,6,2,2,5,4
3827,1344831,5,2,5,4,1
3828,1344879,3,5,6,4,4
3829,1345024,5,7,9,4,6
3830,1345043,9,4,3,1,2
3831,1345175,1,8,1,8,2
3832,1345272,5,4,10,10,7
3833,1345369,8,9,9,10,10
3834,1345377,8,2,5,1,4
3835,1345544,5,1,5,3,7
3836,1345567,5,0,1,3,7
3837,1345700,1,2,2,10,10
3838,1345721,6,2,8,10,9
3839,1345791,5,8,9,1,4
3840,1345933,10,5,10,5,8
3841,1346096,6,1,10,7,8
3842,1346125,6,5,2,7,4
3843,1346223,5,4,9,2,0
3844,1346501,1,10,7,8,6
3845,1346766,10,7,6,9,8
3846,1346815,1,5,5,6,5
3847,1346891,7,2,7,7,9
3848,1346922,5,0,10,8,8
3849,1347024,6,1,3,2,4
3850,1347101,1,1,4,6,3
3851,1347212,7,3,6,2,3
3852,1347372,7,9,2,10,10
3853,1347530,4,8,2,5,7
3854,1347620,9,3,0,3,4
3855,1347670,6,5,2,2,9
3856,1347839,9,3,4,5,1
3857,1347900,6,2,2,4,7
3858,1347982,5,7,10,1,3
3859,1347999,5,5,7,4,4
3860,1348097,5,2,1,0,2
3861,1348160,6,5,4,10,6
3862,1348368,1,6,5,2,1
3863,1348380,8,1,1,10,5
3864,1348624,5,6,10,2,0
3865,1348738,7,4,6,8,2
3866,1348779,5,8,8,1,10
3867,1348822,8,3,7,6,1
3868,1349070,1,1,8,0,3
3869,1349226,5,2,4,7,9
3870,1349363,5,4,7,7,4
3871,1349543,5,5,6,10,7
3872,1349673,4,9,8,7,0
3873,1349700,6,6,3,1,5
3874,1349701,4,6,9,5,6
3875,1349948,5,6,6,3,8
3876,1349981,1,7,1,0,5
3877,1350059,1,8,9,2,10
3878,1350176,5,9,1,3,0
3879,1350224,5,9,0,3,4
3880,1350291,4,7,3,8,10
3881,1350389,3,5,1,10,10
3882,1350417,9,0,1,2,1
3883,1350639,5,6,5,8,0
3884,1350759,5,2,0,0,2
3885,1350806,1,0,5,10,0
3886,1350919,5,1,2,8,3
3887,1351004,1,1,0,0,2
3888,1351090,6,2,2,6,3
3889,1351140,5,4,1,2,8
3890,1351212,1,3,7,0,5
3891,1351662,5,5,3,1,3
3892,1351715,5,10,6,0,8
3893,1351750,6,2,10,5,5
3894,1351763,3,8,5,6,4
3895,1351868,5,9,2,8,5
3896,1352126,5,8,0,10,5
3897,1352264,5,6,2,2,5
3898,1352368,3,2,1,5,7
3899,1352466,5,3,6,10,2
3900,1352487,10,7,1,3,3
3901,1352517,4,5,4,3,6
3902,1352608,3,1,2,3,6
3903,1352643,10,10,6,1,7
3904,1352772,5,9,8,0,3
3905,1352791,5,1,3,5,2
3906,1352867,3,4,6,1,3
3907,1353276,6,3,10,0,10
3908,1353323,4,7,2,6,4
3909,1353465,1,7,4,5,1
3910,1353627,10,7,6,0,4
3911,1353840,4,8,4,4,8
3912,1354006,6,3,9,2,4
3913,1354124,5,6,4,0,7
3914,1354243,5,6,1,2,2
3915,1354259,3,2,3,0,6
3916,1354291,5,1,0,3,4
3917,1354315,1,9,7,2,8
3918,1354351,10,2,7,10,2
3919,1354545,5,8,2,8,3
3920,1354655,3,8,9,4,10
3921,1354919,5,1,4,5,6
3922,1355056,3,2,0,5,5
3923,1355108,7,5,8,10,8
3924,1355249,8,3,1,6,9
3925,1355310,3,4,9,7,2
3926,1355334,5,2,6,6,0
3927,1355411,1,6,8,2,6
3928,1355514,8,9,8,10,3
3929,1355559,6,3,2,10,2
3930,1355581,9,8,1,10,1
3931,1355738,5,10,0,3,6
3932,1355882,1,1,6,10,2
3933,1355929,5,8,1,8,4
3934,1356054,1,8,0,4,6
3935,1356160,1,2,5,2,3
3936,1356174,9,6,2,3,2
3937,1356216,1,0,5,4,9
3938,1356275,10,5,5,2,0
3939,1356376,6,8,0,2,8
3940,1356439,6,5,2,6,4
3941,1356487,1,7,9,2,5
3942,1356552,4,3,5,1,9
3943,1356578,4,8,9,3,7
3944,1356612,1,8,10,6,7
3945,1356860,7,1,4,4,9
3946,1356992,6,3,2,6,9
3947,1357124,1,1,8,7,0
3948,1357263,5,9,2,10,9
3949,1357512,3,0,1,7,7
3950,1357526,4,8,4,0,8
3951,1357582,1,3,4,3,0
3952,1357592,4,10,0,2,7
3953,1357620,4,10,3,7,2
3954,1357759,5,1,2,10,8
3955,1357793,5,10,10,7,7
3956,1357797,4,5,4,3,0
3957,1357810,10,2,7,5,1
3958,1357946,1,4,2,6,6
3959,1357951,4,5,5,8,0
3960,1358259,1,3,2,10,0
3961,1358264,9,10,0,1,9
3962,1358271,5,4,5,7,4
3963,1358435,4,5,5,9,10
3964,1358441,5,4,10,4,3
3965,1358442,5,3,1,1,2
3966,1358496,5,9,3,6,6
3967,1358530,5,6,4,2,2
3968,1358591,5,5,5,0,7
3969,1358750,7,9,7,5,7
3970,1358778,1,9,6,3,1
3971,1358779,5,8,10,4,6
3972,1358886,5,10,5,4,4
3973,1359035,4,10,3,9,1
3974,1359231,1,9,8,6,1
3975,1359314,5,5,7,3,0
3976,1359352,5,5,4,10,9
3977,1359434,5,6,10,6,6
3978,1359489,7,9,6,6,0
3979,1359548,9,3,9,5,4
3980,1359594,5,9,8,2,9
3981,1359701,1,0,10,5,7
3982,1359712,5,4,3,2,4
3983,1359763,5,10,3,8,0
3984,1359783,6,1,5,7,10
3985,1359891,5,1,4,8,8
3986,1359896,4,3,3,7,2
3987,1359966,5,7,7,7,6
3988,1359999,8,10,4,1,10
3989,1360021,5,9,7,1,3
3990,1360038,5,6,5,8,3
3991,1360243,6,3,0,4,4
3992,1360353,1,0,10,0,0
3993,1360363,3,3,6,8,9
3994,1360428,1,6,4,2,7
3995,1360539,5,7,10,0,0
3996,1360721,4,7,1,0,10
3997,1360897,7,8,0,10,0
3998,1360973,4,1,0,10,5
3999,1361125,1,8,2,10,8
4000,1361199,1,2,10,0,5
4001,1361298,3,4,10,3,10
4002,1361438,1,5,10,7,5
4003,1361562,3,4,8,9,5
4004,1361635,1,0,7,8,8
4005,1361670,3,10,5,9,8
4006,1361702,5,6,1,5,6
4007,1361737,6,6,8,10,10
4008,1361802,1,2,7,3,9
4009,1361987,5,1,10,0,6
4010,1362001,5,4,3,7,7
4011,1362050,5,7,6,10,4
4012,1362149,1,5,4,4,4
4013,1362161,5,2,6,8,7
4014,1362203,3,0,7,10,5
4015,1362373,1,3,1,3,0
4016,1362393,6,4,0,5,8
4017,1362467,3,0,0,3,8
4018,1362474,5,7,1,3,7
4019,1362513,5,5,5,10,2
4020,1362585,5,9,0,4,0
4021,1362694,10,7,7,7,6
4022,1362876,5,4,9,4,3
4023,1363049,6,8,2,9,3
4024,1363156,1,6,6,5,1
4025,1363168,5,4,2,3,5
4026,1363219,5,5,8,10,9
4027,1363231,5,0,8,3,1
4028,1363242,4,3,9,10,10
4029,1363425,1,10,1,1,7
4030,1363473,1,4,7,0,5
4031,1363489,1,1,5,10,0
4032,1363588,8,9,4,3,8
4033,1363747,5,10,6,1,4
4034,1364177,5,5,3,2,5
4035,1364300,1,3,4,8,5
4036,1364587,6,7,4,9,1
4037,1364608,9,8,1,10,6
4038,1364639,1,4,4,9,5
4039,1364718,5,0,2,4,10
4040,1364896,7,6,0,3,8
4041,1364926,8,6,9,8,1
4042,1365140,1,2,5,0,10
4043,1365243,1,1,10,3,1
4044,1365259,3,0,5,9,3
4045,1365303,5,2,3,1,7
4046,1365310,1,1,8,7,5
4047,1365479,1,10,0,6,1
4048,1365485,1,6,3,0,0
4049,1365527,4,3,1,7,6
4050,1365552,1,6,3,6,7
4051,1365671,1,7,1,1,10
4052,1365781,6,6,1,4,8
4053,1365853,5,9,4,7,9
4054,1366095,5,6,1,6,4
4055,1366166,4,1,7,2,5
4056,1366347,4,8,7,2,7
4057,1366488,4,7,8,5,4
4058,1366493,4,9,6,3,2
4059,1366520,7,4,7,4,6
4060,1366583,7,9,1,3,5
4061,1366642,5,3,0,2,4
4062,1366722,7,10,2,8,3
4063,1366903,5,7,6,1,3
4064,1366954,10,7,1,1,0
4065,1367038,5,9,10,7,4
4066,1367332,8,6,9,8,1
4067,1367371,5,2,1,9,5
4068,1367405,3,2,3,3,3
4069,1367427,9,8,7,10,2
4070,1367624,9,3,7,3,1
4071,1367706,3,4,3,8,8
4072,1367863,4,4,9,9,9
4073,1367902,4,9,3,4,9
4074,1367954,6,3,7,6,0
4075,1367958,7,0,10,3,6
4076,1368042,1,7,9,10,1
4077,1368189,5,6,7,5,1
4078,1368258,3,3,2,3,2
4079,1368423,7,1,4,1,0
4080,1368475,9,5,10,3,1
4081,1368587,5,10,0,3,7
4082,1368594,5,8,7,6,3
4083,1368625,3,1,1,8,10
4084,1368869,6,5,2,3,9
4085,1368958,8,8,3,8,5
4086,1369013,1,9,4,5,10
4087,1369201,4,7,7,6,0
4088,1369244,6,0,1,6,5
4089,1369346,5,7,6,2,6
4090,1369393,4,4,0,8,1
4091,1369400,3,2,10,5,4
4092,1369503,7,6,8,2,3
4093,1369624,1,5,10,8,8
4094,1369660,1,3,10,1,8
4095,1369663,5,9,10,4,5
4096,1369727,9,3,1,0,3
4097,1369858,1,3,0,4,9
4098,1369911,10,9,4,2,9
4099,1370097,1,9,1,10,5
4100,1370102,4,8,7,1,10
4101,1370158,3,3,0,6,2
4102,1370188,4,10,6,5,1
4103,1370219,1,2,8,3,2
4104,1370266,1,1,8,6,2
4105,1370431,3,6,9,8,7
4106,1370433,8,1,10,8,5
4107,1370718,1,7,0,9,10
4108,1370809,8,5,8,8,3
4109,1370841,6,8,5,4,1
4110,1370915,5,6,2,1,3
4111,1371129,5,7,6,4,3
4112,1371154,1,5,7,10,1
4113,1371173,8,1,0,9,4
4114,1371223,1,9,2,7,2
4115,1371230,4,3,3,7,9
4116,1371299,1,5,1,10,8
4117,1371445,6,8,4,9,4
4118,1371523,6,8,10,7,6
4119,1371720,1,4,10,6,10
4120,1371721,6,8,6,8,2
4121,1371777,5,4,3,6,9
4122,1371999,5,4,1,8,8
4123,1372040,3,2,0,7,1
4124,1372078,4,6,7,3,6
4125,1372249,10,0,10,6,7
4126,1372250,4,5,6,10,2
4127,1372319,4,7,9,4,5
4128,1372529,1,4,2,5,5
4129,1372614,1,5,9,4,0
4130,1372615,5,5,8,0,1
4131,1372674,3,5,3,2,9
4132,1372707,4,2,0,2,5
4133,1372711,6,7,5,5,7
4134,1372778,9,1,5,0,6
4135,1372798,1,0,10,10,5
4136,1372860,1,9,0,10,10
4137,1372879,1,4,9,10,6
4138,1372880,1,8,8,6,0
4139,1372981,1,8,0,4,0
4140,1373187,1,4,1,10,4
4141,1373242,5,0,5,9,6
4142,1373263,4,0,8,2,10
4143,1373336,4,0,10,0,0
4144,1373457,1,5,8,4,2
4145,1373491,1,6,4,7,5
4146,1373509,5,7,1,1,6
4147,1373535,6,1,7,2,2
4148,1373662,5,1,3,6,5
4149,1373704,1,7,3,4,5
4150,1373840,9,6,5,2,10
4151,1373910,9,6,3,8,6
4152,1373967,5,1,8,9,7
4153,1373975,6,8,0,4,3
4154,1374011,4,0,10,8,6
4155,1374037,6,6,2,3,8
4156,1374050,3,8,1,7,7
4157,1374054,1,6,10,6,2
4158,1374360,3,0,6,8,9
4159,1374371,5,6,5,3,3
4160,1374401,7,9,2,5,10
4161,1374435,5,6,8,0,5
4162,1374504,4,7,9,10,1
4163,1374603,10,3,6,6,1
4164,1374607,9,9,10,6,4
4165,1374726,4,5,10,5,3
4166,1374876,4,3,6,2,7
4167,1374985,5,0,7,10,2
4168,1374998,5,3,0,7,10
4169,1375013,9,10,10,9,2
