Age,Income,Expences,Gender,Company,Loan
46,2822000,1806080,M,Rank 3,Accepted
49,2749000,1676890,M,Rank 1,Accepted
41,1815000,1125300,M,Rank 2,Accepted
46,2719000,1685780,M,Rank 1,Accepted
50,3045000,2161950,M,Rank 2,Accepted
61,3380000,2332200,M,Rank 1,Accepted
48,2516000,1761200,M,Rank 1,Accepted
52,3227000,2162090,M,Rank 1,Accepted
25,463000,384290,M,Rank 2,Accepted
45,2888000,2079360,M,Rank 1,Accepted
61,2976000,1993920,M,Rank 1,Accepted
60,2958000,2070600,M,Rank 2,Accepted
61,3305000,2247400,M,Rank 2,Accepted
33,1430000,1101100,M,Rank 2,Accepted
50,3210000,2086500,M,Rank 1,Accepted
51,3077000,2061590,M,Rank 1,Accepted
58,2924000,2076040,M,Rank 1,Accepted
44,2597000,1636110,M,Rank 1,Accepted
28,1057000,887880,M,Rank 2,Accepted
49,2562000,1716540,M,Rank 1,Accepted
34,1486000,1144220,M,Rank 2,Accepted
41,1816000,1289360,M,Rank 1,Accepted
53,3212000,2152040,M,Rank 2,Accepted
44,2768000,1854560,M,Rank 3,Accepted
36,1319000,1002440,M,Rank 2,Accepted
42,1841000,1141420,M,Rank 1,Accepted
58,2635000,1633700,M,Rank 1,Accepted
39,2497000,1548140,M,Rank 1,Accepted
47,2625000,1811250,M,Rank 3,Accepted
29,1059000,900150,M,Rank 2,Accepted
60,3302000,2212340,M,Rank 1,Accepted
41,2358000,1461960,M,Rank 1,Accepted
59,2627000,1891440,M,Rank 2,Accepted
31,983000,806060,M,Rank 2,Accepted
48,2617000,1727220,M,Rank 1,Accepted
37,1237000,952490,M,Rank 2,Accepted
40,2482000,1687760,M,Rank 1,Accepted
52,3377000,2363900,M,Rank 1,Accepted
40,2113000,1352320,M,Rank 1,Accepted
28,702000,589680,M,Rank 2,Accepted
44,2763000,1795950,M,Rank 1,Accepted
61,2629000,1866590,M,Rank 2,Accepted
40,1862000,1154440,M,Rank 1,Accepted
59,2917000,2100240,M,Rank 1,Accepted
52,2964000,1956240,M,Rank 3,Accepted
37,1506000,1189740,M,Rank 2,Accepted
51,3003000,1891890,M,Rank 2,Accepted
44,2833000,1728130,M,Rank 2,Accepted
50,3005000,2013350,M,Rank 2,Accepted
31,1028000,863520,M,Rank 2,Accepted
36,1384000,1051840,M,Rank 2,Accepted
31,794000,651080,M,Rank 2,Accepted
48,2514000,1860360,M,Rank 2,Accepted
36,1480000,1139600,M,Rank 2,Accepted
53,2907000,2063970,M,Rank 2,Accepted
32,1387000,1095730,M,Rank 2,Accepted
45,2874000,2098020,M,Rank 1,Accepted
56,3394000,2138220,M,Rank 2,Accepted
26,829000,671490,M,Rank 2,Accepted
47,2632000,1816080,M,Rank 3,Accepted
58,2730000,1665300,M,Rank 1,Accepted
52,3142000,2105140,M,Rank 3,Accepted
57,3054000,2168340,M,Rank 2,Accepted
43,1832000,1282400,M,Rank 1,Accepted
57,3325000,2194500,M,Rank 1,Accepted
42,2178000,1393920,M,Rank 2,Accepted
51,3340000,2204400,M,Rank 3,Accepted
49,2628000,1865880,M,Rank 1,Accepted
27,887000,753950,M,Rank 2,Accepted
47,2814000,2110500,M,Rank 1,Accepted
37,1165000,908700,M,Rank 2,Accepted
59,3060000,2203200,M,Rank 3,Accepted
37,1681000,1327990,M,Rank 1,Accepted
43,1967000,1376900,M,Rank 3,Accepted
59,3171000,2029440,M,Rank 1,Accepted
38,2261000,1582700,M,Rank 1,Accepted
27,924000,757680,M,Rank 2,Accepted
47,2755000,1708100,M,Rank 3,Accepted
31,878000,737520,M,Rank 2,Accepted
37,1205000,939900,M,Rank 2,Accepted
60,3035000,2276250,M,Rank 1,Accepted
41,2078000,1350700,M,Rank 2,Accepted
48,2862000,2003400,M,Rank 3,Accepted
30,892000,740360,M,Rank 2,Accepted
53,2935000,1819700,M,Rank 1,Accepted
45,2884000,1961120,M,Rank 2,Accepted
25,577000,467370,M,Rank 2,Accepted
29,904000,732240,M,Rank 3,Accepted
54,2926000,1784860,M,Rank 3,Accepted
26,802000,649620,M,Rank 2,Accepted
29,1018000,834760,M,Rank 2,Accepted
55,3297000,2176020,M,Rank 1,Accepted
31,836000,693880,M,Rank 2,Accepted
34,1614000,1275060,M,Rank 3,Accepted
32,1725000,1345500,M,Rank 2,Accepted
41,2253000,1486980,M,Rank 1,Accepted
55,2937000,1997160,M,Rank 2,Accepted
61,3172000,2379000,M,Rank 1,Accepted
43,1920000,1209600,M,Rank 1,Accepted
51,3206000,2148020,M,Rank 1,Accepted
51,3371000,2191150,M,Rank 3,Accepted
50,3236000,2135760,M,Rank 2,Accepted
55,3271000,2126150,M,Rank 1,Accepted
50,3135000,2100450,M,Rank 1,Accepted
47,2689000,1801630,M,Rank 2,Accepted
32,1620000,1247400,M,Rank 1,Accepted
31,1074000,869940,M,Rank 2,Accepted
53,3144000,2200800,M,Rank 3,Accepted
40,2024000,1335840,M,Rank 2,Accepted
34,1319000,1015630,M,Rank 2,Accepted
32,1208000,942240,M,Rank 2,Accepted
34,1375000,1072500,M,Rank 2,Accepted
37,1457000,1121890,M,Rank 2,Accepted
30,944000,802400,M,Rank 2,Accepted
55,3343000,2039230,M,Rank 2,Accepted
39,2178000,1568160,M,Rank 1,Accepted
60,2748000,1978560,M,Rank 3,Accepted
25,602000,505680,M,Rank 2,Accepted
33,1617000,1261260,M,Rank 1,Accepted
44,2811000,2108250,M,Rank 2,Accepted
44,2840000,1959600,M,Rank 3,Accepted
37,1760000,1390400,M,Rank 1,Accepted
47,2584000,1679600,M,Rank 2,Accepted
25,687000,577080,M,Rank 2,Accepted
57,3311000,2152150,M,Rank 2,Accepted
56,3269000,2451750,M,Rank 1,Accepted
26,865000,709300,M,Rank 2,Accepted
26,922000,746820,M,Rank 2,Accepted
27,930000,790500,M,Rank 2,Accepted
26,749000,606690,M,Rank 2,Accepted
34,1110000,854700,M,Rank 2,Accepted
33,1157000,914030,M,Rank 2,Accepted
55,3076000,2183960,M,Rank 1,Accepted
39,2209000,1524210,M,Rank 1,Accepted
32,1764000,1375920,M,Rank 1,Accepted
48,2762000,1988640,M,Rank 1,Accepted
44,2518000,1863320,M,Rank 2,Accepted
46,2652000,1803360,M,Rank 2,Accepted
48,2716000,1928360,M,Rank 1,Accepted
35,1398000,1062480,M,Rank 2,Accepted
51,3365000,2422800,M,Rank 2,Accepted
57,3260000,2086400,M,Rank 2,Accepted
53,3251000,2048130,M,Rank 1,Accepted
49,2598000,1688700,M,Rank 1,Accepted
44,2712000,1925520,M,Rank 2,Accepted
48,2694000,1831920,M,Rank 2,Accepted
46,2534000,1647100,M,Rank 1,Accepted
38,1936000,1180960,M,Rank 1,Accepted
53,3338000,2069560,M,Rank 2,Accepted
26,859000,721560,M,Rank 2,Accepted
60,3134000,2225140,M,Rank 2,Accepted
42,1924000,1250600,M,Rank 1,Accepted
43,2432000,1775360,M,Rank 1,Accepted
31,768000,652800,M,Rank 2,Accepted
43,2121000,1505910,M,Rank 2,Accepted
48,2519000,1662540,M,Rank 1,Accepted
27,833000,699720,M,Rank 2,Accepted
31,845000,701350,M,Rank 2,Accepted
34,1340000,1018400,M,Rank 2,Accepted
61,2996000,1857520,M,Rank 1,Accepted
39,1931000,1255150,M,Rank 1,Accepted
54,3393000,2273310,M,Rank 1,Accepted
53,2958000,2011440,M,Rank 1,Accepted
57,2728000,1964160,M,Rank 1,Accepted
36,1726000,1329020,M,Rank 1,Accepted
33,1459000,1152610,M,Rank 2,Accepted
51,3381000,2332890,M,Rank 2,Accepted
61,3063000,1868430,M,Rank 1,Accepted
40,2365000,1466300,M,Rank 2,Accepted
53,3326000,2427980,M,Rank 2,Accepted
58,2604000,1796760,M,Rank 1,Accepted
47,2711000,1843480,M,Rank 3,Accepted
28,999000,809190,M,Rank 2,Accepted
36,1671000,1269960,M,Rank 2,Accepted
34,1462000,1140360,M,Rank 3,Accepted
58,3018000,1961700,M,Rank 1,Accepted
40,1892000,1362240,M,Rank 3,Accepted
48,2884000,2105320,M,Rank 1,Accepted
48,2798000,1706780,M,Rank 1,Accepted
59,3255000,2343600,M,Rank 2,Accepted
56,3113000,1930060,M,Rank 2,Accepted
36,1526000,1175020,M,Rank 1,Accepted
36,1458000,1108080,M,Rank 2,Accepted
29,884000,716040,M,Rank 2,Accepted
27,974000,808420,M,Rank 2,Accepted
42,2241000,1411830,M,Rank 1,Accepted
41,2289000,1510740,M,Rank 1,Accepted
40,2162000,1340440,M,Rank 1,Accepted
31,786000,660240,M,Rank 2,Accepted
42,2107000,1411690,M,Rank 3,Accepted
58,2789000,1812850,M,Rank 2,Accepted
31,798000,662340,M,Rank 2,Accepted
54,3317000,2487750,M,Rank 1,Accepted
50,3334000,2500500,M,Rank 1,Accepted
41,1975000,1283750,M,Rank 1,Accepted
59,3171000,2187990,M,Rank 3,Accepted
34,1291000,1019890,M,Rank 2,Accepted
27,1045000,867350,M,Rank 2,Accepted
32,1503000,1172340,M,Rank 1,Accepted
45,2814000,1857240,M,Rank 1,Accepted
30,1064000,883120,M,Rank 2,Accepted
55,2935000,2171900,M,Rank 3,Accepted
41,2444000,1784120,M,Rank 1,Accepted
49,2735000,2023900,M,Rank 1,Accepted
47,2656000,1885760,M,Rank 3,Accepted
33,1416000,1104480,M,Rank 2,Accepted
30,1083000,909720,M,Rank 2,Accepted
45,2538000,1852740,M,Rank 3,Accepted
32,1585000,1252150,M,Rank 2,Accepted
48,2805000,2103750,M,Rank 1,Accepted
60,3142000,1948040,M,Rank 3,Accepted
54,3220000,2221800,M,Rank 1,Accepted
35,1604000,1235080,M,Rank 3,Accepted
53,3398000,2174720,M,Rank 2,Accepted
30,854000,708820,M,Rank 3,Accepted
42,2489000,1866750,M,Rank 1,Accepted
33,1345000,1049100,M,Rank 2,Accepted
56,3367000,2053870,M,Rank 3,Accepted
27,866000,727440,M,Rank 2,Accepted
48,2505000,1653300,M,Rank 1,Accepted
38,1974000,1204140,M,Rank 1,Accepted
28,998000,848300,M,Rank 2,Accepted
50,2910000,1978800,M,Rank 3,Accepted
35,1399000,1091220,M,Rank 3,Accepted
52,3348000,2209680,M,Rank 2,Accepted
44,2576000,1622880,M,Rank 1,Accepted
39,2046000,1329900,M,Rank 1,Accepted
37,1209000,930930,M,Rank 2,Accepted
29,914000,740340,M,Rank 2,Accepted
43,1858000,1151960,M,Rank 2,Accepted
30,883000,724060,M,Rank 3,Accepted
30,987000,819210,M,Rank 2,Accepted
41,2296000,1492400,M,Rank 1,Accepted
50,3090000,2008500,M,Rank 1,Accepted
40,2051000,1333150,M,Rank 1,Accepted
37,1131000,870870,M,Rank 2,Accepted
29,866000,701460,M,Rank 3,Accepted
36,1380000,1048800,M,Rank 3,Accepted
40,2463000,1699470,M,Rank 2,Accepted
32,1349000,1038730,M,Rank 2,Accepted
29,1036000,880600,M,Rank 2,Accepted
52,3061000,2173310,M,Rank 3,Accepted
49,2813000,1828450,M,Rank 1,Accepted
52,3017000,2262750,M,Rank 1,Accepted
47,2737000,1888530,M,Rank 1,Accepted
57,2890000,1878500,M,Rank 1,Accepted
28,958000,785560,M,Rank 2,Accepted
57,3175000,2222500,M,Rank 1,Accepted
25,341000,283030,M,Rank 3,Accepted
40,2340000,1614600,M,Rank 2,Accepted
51,2984000,2058960,M,Rank 1,Accepted
34,1431000,1087560,M,Rank 2,Accepted
35,1170000,889200,M,Rank 2,Accepted
48,2520000,1537200,M,Rank 1,Accepted
42,2113000,1288930,M,Rank 1,Accepted
38,2312000,1502800,M,Rank 1,Accepted
55,3367000,2356900,M,Rank 1,Accepted
53,3278000,2065140,M,Rank 1,Accepted
41,2349000,1620810,M,Rank 1,Accepted
36,1565000,1220700,M,Rank 1,Accepted
28,1043000,844830,M,Rank 2,Accepted
42,2217000,1640580,M,Rank 3,Accepted
29,1039000,851980,M,Rank 2,Accepted
56,2991000,2243250,M,Rank 1,Accepted
52,3154000,2302420,M,Rank 1,Accepted
55,3369000,2088780,M,Rank 1,Accepted
46,2873000,1809990,M,Rank 1,Accepted
56,3164000,2214800,M,Rank 2,Accepted
53,3322000,2258960,M,Rank 1,Accepted
54,3204000,2403000,M,Rank 2,Accepted
43,1907000,1430250,M,Rank 1,Accepted
37,1239000,978810,M,Rank 2,Accepted
54,3046000,1979900,M,Rank 3,Accepted
48,2511000,1782810,M,Rank 2,Accepted
53,3171000,2029440,M,Rank 1,Accepted
42,2261000,1537480,M,Rank 1,Accepted
50,3124000,2249280,M,Rank 1,Accepted
33,1214000,922640,M,Rank 2,Accepted
32,1147000,883190,M,Rank 3,Accepted
32,1302000,1028580,M,Rank 2,Accepted
43,2251000,1485660,M,Rank 2,Accepted
56,3307000,2116480,M,Rank 1,Accepted
29,883000,724060,M,Rank 2,Accepted
44,2784000,2088000,M,Rank 1,Accepted
28,879000,729570,M,Rank 2,Accepted
32,1608000,1270320,M,Rank 2,Accepted
34,1777000,1368290,M,Rank 3,Accepted
41,2203000,1520070,M,Rank 3,Accepted
37,1683000,1295910,M,Rank 2,Accepted
42,1888000,1227200,M,Rank 1,Accepted
49,2676000,1899960,M,Rank 3,Accepted
32,1538000,1168880,M,Rank 1,Accepted
54,3199000,2239300,M,Rank 3,Accepted
26,1012000,819720,M,Rank 2,Accepted
26,1043000,886550,M,Rank 2,Accepted
36,1310000,1021800,M,Rank 3,Accepted
38,2238000,1432320,M,Rank 2,Accepted
61,3088000,1883680,M,Rank 3,Accepted
36,1509000,1177020,M,Rank 2,Accepted
61,3303000,2014830,M,Rank 3,Accepted
33,1443000,1111110,M,Rank 3,Accepted
28,756000,627480,M,Rank 2,Accepted
55,3034000,2275500,M,Rank 1,Accepted
45,2878000,1985820,M,Rank 1,Accepted
37,1101000,858780,M,Rank 3,Accepted
44,2700000,1944000,M,Rank 1,Accepted
38,1821000,1329330,M,Rank 1,Accepted
56,3335000,2434550,M,Rank 2,Accepted
60,2885000,1846400,M,Rank 1,Accepted
27,1050000,850500,M,Rank 2,Accepted
57,2689000,1640290,M,Rank 2,Accepted
46,2594000,1841740,M,Rank 1,Accepted
43,1866000,1362180,M,Rank 1,Accepted
41,2232000,1473120,M,Rank 1,Accepted
51,3058000,2232340,M,Rank 1,Accepted
38,2189000,1422850,M,Rank 1,Accepted
60,2747000,1675670,M,Rank 1,Accepted
38,1904000,1313760,M,Rank 1,Accepted
29,802000,657640,M,Rank 2,Accepted
31,1045000,877800,F,Rank 2,Accepted
41,2197000,1647750,F,Rank 1,Accepted
40,1607000,1237390,F,Rank 1,Accepted
36,1534000,1181180,F,Rank 1,Accepted
39,1957000,1291620,F,Rank 1,Accepted
39,1848000,1349040,F,Rank 3,Accepted
46,2331000,1631700,F,Rank 1,Accepted
38,1644000,1249440,F,Rank 1,Accepted
38,1807000,1138410,F,Rank 3,Accepted
61,2960000,2101600,F,Rank 2,Accepted
59,2254000,1600340,F,Rank 2,Accepted
60,2342000,1639400,F,Rank 3,Accepted
47,2441000,1537830,F,Rank 1,Accepted
37,1245000,946200,F,Rank 2,Accepted
51,3197000,2237900,F,Rank 2,Accepted
54,3110000,2177000,F,Rank 1,Accepted
27,1024000,829440,F,Rank 3,Accepted
36,1240000,979600,F,Rank 2,Accepted
47,2235000,1475100,F,Rank 1,Accepted
53,2835000,1786050,F,Rank 2,Accepted
47,2688000,1989120,F,Rank 1,Accepted
54,2858000,2086340,F,Rank 1,Accepted
33,1161000,917190,F,Rank 2,Accepted
59,2680000,1688400,F,Rank 1,Accepted
54,3164000,2088240,F,Rank 1,Accepted
26,981000,833850,F,Rank 1,Accepted
61,2870000,2152500,F,Rank 1,Accepted
51,2830000,1952700,F,Rank 1,Accepted
31,856000,701920,F,Rank 2,Accepted
38,2008000,1365440,F,Rank 2,Accepted
39,1940000,1241600,F,Rank 1,Accepted
36,1158000,914820,F,Rank 2,Accepted
37,1255000,991450,F,Rank 2,Accepted
60,2740000,2055000,F,Rank 3,Accepted
31,884000,724880,F,Rank 2,Accepted
53,3104000,1893440,F,Rank 2,Accepted
41,2107000,1432760,F,Rank 1,Accepted
42,1720000,1358800,F,Rank 2,Accepted
54,3160000,2338400,F,Rank 1,Accepted
49,2617000,1753390,F,Rank 1,Accepted
44,2656000,1992000,F,Rank 1,Accepted
43,1874000,1293060,F,Rank 2,Accepted
44,2431000,1604460,F,Rank 1,Accepted
54,2814000,1969800,F,Rank 2,Accepted
52,3152000,1954240,F,Rank 1,Accepted
36,1434000,1104180,F,Rank 2,Accepted
50,2806000,1823900,F,Rank 2,Accepted
38,1663000,1313770,F,Rank 2,Accepted
27,789000,670650,F,Rank 2,Accepted
31,963000,789660,F,Rank 3,Accepted
34,1295000,984200,F,Rank 2,Accepted
60,2296000,1584240,F,Rank 1,Accepted
46,2574000,1750320,F,Rank 1,Accepted
45,2542000,1779400,F,Rank 1,Accepted
51,3073000,2120370,F,Rank 1,Accepted
46,2207000,1368340,F,Rank 1,Accepted
58,2886000,2164500,F,Rank 1,Accepted
27,1058000,878140,F,Rank 1,Accepted
35,1316000,1000160,F,Rank 2,Accepted
33,1280000,998400,F,Rank 2,Accepted
25,623000,517090,F,Rank 2,Accepted
52,2760000,1821600,F,Rank 1,Accepted
52,3096000,2260080,F,Rank 1,Accepted
28,952000,799680,F,Rank 1,Accepted
60,2460000,1795800,F,Rank 2,Accepted
36,1371000,1083090,F,Rank 2,Accepted
44,2362000,1558920,F,Rank 1,Accepted
52,3091000,2132790,F,Rank 1,Accepted
55,3019000,2143490,F,Rank 1,Accepted
56,2984000,1939600,F,Rank 2,Accepted
62,1721000,1307960,F,Rank 1,Accepted
41,1603000,1266370,F,Rank 2,Accepted
30,811000,689350,F,Rank 2,Accepted
27,976000,790560,F,Rank 2,Accepted
52,3040000,1976000,F,Rank 2,Accepted
53,2961000,2013480,F,Rank 1,Accepted
47,2569000,1926750,F,Rank 2,Accepted
52,2740000,1698800,F,Rank 3,Accepted
47,2528000,1896000,F,Rank 1,Accepted
34,1202000,937560,F,Rank 2,Accepted
45,2676000,1766160,F,Rank 1,Accepted
37,1546000,1205880,F,Rank 1,Accepted
53,3172000,2379000,F,Rank 1,Accepted
41,2085000,1459500,F,Rank 2,Accepted
31,749000,606690,F,Rank 3,Accepted
29,1018000,865300,F,Rank 2,Accepted
55,2777000,2027210,F,Rank 1,Accepted
36,1325000,1046750,F,Rank 2,Accepted
55,2838000,1759560,F,Rank 1,Accepted
28,764000,649400,F,Rank 2,Accepted
33,1376000,1059520,F,Rank 3,Accepted
35,1241000,943160,F,Rank 2,Accepted
62,1681000,1327990,F,Rank 2,Accepted
41,1881000,1316700,F,Rank 3,Accepted
47,2688000,1666560,F,Rank 1,Accepted
34,1271000,991380,F,Rank 2,Accepted
28,908000,744560,F,Rank 2,Accepted
42,1883000,1393420,F,Rank 1,Accepted
28,804000,651240,F,Rank 2,Accepted
31,931000,763420,F,Rank 1,Accepted
50,3133000,2255760,F,Rank 2,Accepted
37,1576000,1245040,F,Rank 1,Accepted
44,2463000,1699470,F,Rank 1,Accepted
56,2922000,2016180,F,Rank 2,Accepted
25,459000,371790,F,Rank 2,Accepted
40,1779000,1369830,F,Rank 1,Accepted
38,1854000,1223640,F,Rank 1,Accepted
60,2445000,1515900,F,Rank 1,Accepted
48,2373000,1756020,F,Rank 1,Accepted
38,1608000,1222080,F,Rank 1,Accepted
30,729000,597780,F,Rank 2,Accepted
32,1381000,1077180,F,Rank 3,Accepted
35,1372000,1056440,F,Rank 2,Accepted
58,2382000,1572120,F,Rank 1,Accepted
49,2534000,1748460,F,Rank 1,Accepted
49,2320000,1461600,F,Rank 2,Accepted
59,2204000,1454640,F,Rank 1,Accepted
52,2942000,1882880,F,Rank 1,Accepted
53,2800000,1708000,F,Rank 3,Accepted
31,759000,637560,F,Rank 2,Accepted
57,2486000,1715340,F,Rank 1,Accepted
41,1940000,1338600,F,Rank 2,Accepted
52,2924000,1812880,F,Rank 2,Accepted
59,2928000,1991040,F,Rank 2,Accepted
49,2642000,1822980,F,Rank 1,Accepted
48,2240000,1657600,F,Rank 1,Accepted
62,1702000,1327560,F,Rank 1,Accepted
30,713000,577530,F,Rank 1,Accepted
55,2821000,2115750,F,Rank 1,Accepted
30,968000,793760,F,Rank 2,Accepted
33,1351000,1067290,F,Rank 2,Accepted
25,479000,402360,F,Rank 2,Accepted
42,2050000,1435000,F,Rank 1,Accepted
40,1702000,1310540,F,Rank 2,Accepted
35,1598000,1230460,F,Rank 1,Accepted
51,2850000,1881000,F,Rank 1,Accepted
56,2867000,1949560,F,Rank 2,Accepted
33,1469000,1145820,F,Rank 1,Accepted
44,2556000,1661400,F,Rank 1,Accepted
61,2514000,1608960,F,Rank 1,Accepted
42,1855000,1372700,F,Rank 3,Accepted
41,2057000,1254770,F,Rank 1,Accepted
34,1574000,1243460,F,Rank 2,Accepted
50,3011000,1896930,F,Rank 2,Accepted
46,2349000,1667790,F,Rank 1,Accepted
46,2564000,1794800,F,Rank 1,Accepted
38,1699000,1325220,F,Rank 3,Accepted
26,941000,781030,F,Rank 2,Accepted
47,2439000,1682910,F,Rank 1,Accepted
38,2197000,1384110,F,Rank 2,Accepted
56,3176000,2223200,F,Rank 1,Accepted
47,2219000,1353590,F,Rank 1,Accepted
35,1252000,976560,F,Rank 2,Accepted
43,2074000,1285880,F,Rank 1,Accepted
50,3054000,2046180,F,Rank 2,Accepted
55,3055000,2077400,F,Rank 1,Accepted
56,3024000,1905120,F,Rank 3,Accepted
48,2601000,1768680,F,Rank 1,Accepted
40,1651000,1254760,F,Rank 1,Accepted
50,2710000,1653100,F,Rank 2,Accepted
26,952000,790160,F,Rank 1,Accepted
47,2661000,1782870,F,Rank 3,Accepted
37,1420000,1079200,F,Rank 1,Accepted
42,1708000,1332240,F,Rank 2,Accepted
32,1372000,1056440,F,Rank 2,Accepted
49,2624000,1679360,F,Rank 1,Accepted
32,1477000,1166830,F,Rank 2,Accepted
33,1256000,954560,F,Rank 2,Accepted
46,2273000,1682020,F,Rank 1,Accepted
52,2766000,1991520,F,Rank 1,Accepted
49,2472000,1779840,F,Rank 1,Accepted
36,1563000,1234770,F,Rank 2,Accepted
55,3151000,2079660,F,Rank 1,Accepted
32,1109000,853930,F,Rank 1,Accepted
39,1624000,1266720,F,Rank 1,Accepted
31,814000,675620,F,Rank 2,Accepted
28,1039000,883150,F,Rank 2,Accepted
52,3190000,2264900,F,Rank 2,Accepted
61,2231000,1360910,F,Rank 1,Accepted
42,1628000,1253560,F,Rank 1,Accepted
44,2361000,1558260,F,Rank 1,Accepted
49,2468000,1505480,F,Rank 1,Accepted
38,2103000,1493130,F,Rank 1,Accepted
31,711000,575910,F,Rank 1,Accepted
56,2953000,2155690,F,Rank 2,Accepted
33,1246000,946960,F,Rank 3,Accepted
60,2601000,1742670,F,Rank 1,Accepted
56,3137000,2164530,F,Rank 1,Accepted
41,1917000,1322730,F,Rank 1,Accepted
61,2453000,1790690,F,Rank 2,Accepted
36,1249000,961730,F,Rank 2,Accepted
59,2294000,1720500,F,Rank 2,Accepted
28,772000,648480,F,Rank 2,Accepted
25,312000,265200,F,Rank 2,Accepted
29,744000,624960,F,Rank 2,Accepted
29,1074000,912900,F,Rank 2,Accepted
46,2438000,1755360,F,Rank 3,Accepted
30,1064000,883120,F,Rank 3,Accepted
26,1053000,863460,F,Rank 2,Accepted
42,2106000,1368900,F,Rank 2,Accepted
26,828000,695520,F,Rank 2,Accepted
58,2794000,1732280,F,Rank 3,Accepted
59,2873000,2011100,F,Rank 1,Accepted
42,1643000,1265110,F,Rank 1,Accepted
32,1199000,911240,F,Rank 2,Accepted
61,2973000,1813530,F,Rank 1,Accepted
59,2787000,1895160,F,Rank 2,Accepted
47,2298000,1700520,F,Rank 1,Accepted
33,1514000,1165780,F,Rank 1,Accepted
40,2056000,1377520,F,Rank 1,Accepted
52,3179000,1970980,F,Rank 1,Accepted
43,1788000,1394640,F,Rank 1,Accepted
54,2958000,2100180,F,Rank 1,Accepted
36,1200000,948000,F,Rank 1,Accepted
28,763000,618030,F,Rank 2,Accepted
55,3029000,2180880,F,Rank 2,Accepted
26,939000,769980,F,Rank 2,Accepted
60,2363000,1606840,F,Rank 1,Accepted
32,1326000,1007760,F,Rank 2,Accepted
61,2419000,1596540,F,Rank 1,Accepted
54,3157000,2052050,F,Rank 1,Accepted
52,2814000,1744680,F,Rank 1,Accepted
30,1035000,879750,F,Rank 2,Accepted
36,1206000,952740,F,Rank 2,Accepted
28,829000,688070,F,Rank 3,Accepted
45,2506000,1578780,F,Rank 2,Accepted
26,928000,770240,F,Rank 2,Accepted
40,1926000,1290420,F,Rank 1,Accepted
62,1811000,1177150,F,Rank 1,Accepted
62,1811000,1231480,F,Rank 2,Accepted
29,919000,762770,F,Rank 2,Accepted
52,2874000,1983060,F,Rank 3,Accepted
42,1745000,1326200,F,Rank 1,Accepted
32,1157000,879320,F,Rank 2,Accepted
39,2055000,1315200,F,Rank 1,Accepted
43,1951000,1385210,F,Rank 1,Accepted
27,970000,795400,F,Rank 3,Accepted
54,2789000,1896520,F,Rank 1,Accepted
36,1534000,1211860,F,Rank 1,Accepted
53,2980000,1996600,F,Rank 1,Accepted
35,1532000,1210280,F,Rank 3,Accepted
54,2856000,1799280,F,Rank 1,Accepted
31,1047000,879480,F,Rank 2,Accepted
26,851000,714840,F,Rank 2,Accepted
48,2566000,1847520,F,Rank 1,Accepted
32,1570000,1224600,F,Rank 1,Accepted
48,2443000,1832250,F,Rank 1,Accepted
26,848000,703840,F,Rank 2,Accepted
50,3018000,1840980,F,Rank 1,Accepted
26,780000,663000,F,Rank 2,Accepted
50,3080000,1909600,F,Rank 2,Accepted
26,970000,795400,F,Rank 2,Accepted
32,1152000,910080,F,Rank 1,Accepted
59,2664000,1758240,F,Rank 1,Accepted
40,1664000,1314560,F,Rank 1,Accepted
48,2273000,1454720,F,Rank 2,Accepted
29,766000,628120,F,Rank 1,Accepted
49,2438000,1609080,F,Rank 1,Accepted
49,2403000,1802250,F,Rank 2,Accepted
39,1612000,1257360,F,Rank 3,Accepted
37,1294000,983440,F,Rank 2,Accepted
45,2306000,1729500,F,Rank 1,Accepted
53,2840000,1874400,F,Rank 1,Accepted
36,1466000,1158140,F,Rank 2,Accepted
29,1005000,844200,F,Rank 2,Accepted
29,763000,618030,F,Rank 2,Accepted
40,1895000,1402300,F,Rank 1,Accepted
52,3102000,2109360,F,Rank 1,Accepted
48,2493000,1770030,F,Rank 1,Accepted
25,473000,383130,F,Rank 2,Accepted
27,878000,728740,F,Rank 2,Accepted
33,1358000,1059240,F,Rank 1,Accepted
29,752000,639200,F,Rank 2,Accepted
49,2614000,1620680,F,Rank 1,Accepted
30,822000,682260,F,Rank 2,Accepted
49,2255000,1488300,F,Rank 2,Accepted
39,2139000,1540080,F,Rank 2,Accepted
36,1556000,1198120,F,Rank 3,Accepted
59,2396000,1485520,F,Rank 1,Accepted
57,2889000,2108970,F,Rank 2,Accepted
59,2767000,1964570,F,Rank 3,Accepted
58,2868000,2036280,F,Rank 1,Accepted
56,3156000,2367000,F,Rank 2,Accepted
35,1191000,917070,F,Rank 2,Accepted
33,1515000,1151400,F,Rank 1,Accepted
60,2331000,1655010,F,Rank 1,Accepted
33,1253000,964810,F,Rank 2,Accepted
34,1126000,889540,F,Rank 2,Accepted
48,2518000,1787780,F,Rank 2,Accepted
46,2235000,1475100,F,Rank 3,Accepted
30,723000,614550,F,Rank 2,Accepted
54,2821000,1833650,F,Rank 3,Accepted
39,1849000,1294300,F,Rank 1,Accepted
33,1490000,1147300,F,Rank 2,Accepted
56,3130000,2284900,F,Rank 1,Accepted
50,2831000,1896770,F,Rank 1,Accepted
29,1055000,896750,F,Rank 2,Accepted
26,1070000,898800,F,Rank 3,Accepted
33,1538000,1184260,F,Rank 2,Accepted
